,adres,longitude,latitude
56791,"Челябинская обл, г Копейск, ул Кемеровская, д 5",61.646644,55.117679
56792,"Челябинская обл, г Магнитогорск, Мостовой проезд, д 8Б",58.991448,53.444432
56793,"Челябинская обл, г Карабаш, тер Автодорога Первомайская",60.172967,55.42122
56794,"Челябинская обл. г. Пласт, в 2700 м северо-западнее от переулка Кочкарский, д. 32",60.799326,54.392564
56795,"Челябинская обл, г Кыштым, пос Каолиновый, ул Анбашская, д 11",60.562952,55.669879
56796,"Челябинская обл, г.Сатка,площадка старого завода ОАО ""Комбинат ""Магнзит""",1,1
56797,"Челябинская обл, г Магнитогорск, Белорецкое шоссе, д 5",58.988897,53.460368
56798,"Челябинская обл, г Миасс, поселок Нижний Атлян, ул Городок, д 35",59.878499,54.993732
56799,"г Челябинск, ул 3-го Интернационала, д 107 литер 3",61.421688,55.165709
56800,"Челябинская обл, г Магнитогорск, Челябинский тракт, д 3 к 1",59.105669,53.382657
56801,"Челябинская обл, г Магнитогорск, ул Трубная, д 19",59.051034,53.399599
56802,"Челябинская обл, г Еманжелинск, ул Промышленная площадка Восточная, к 3",61.34207,54.756433
56803,"Челябинская обл, г Миасс, ул 60 лет Октября, д 13",60.100562,55.013487
56804,"Челябинская обл, г Озерск, поселок Метлино, ул Федорова, д 102",60.988556,55.781752
56805,"Челябинская обл, г Магнитогорск, ул Чаадаева, д 24 стр 12",59.093048,53.39424
56806,"Челябинская обл, Каслинский р-н, поселок Береговой, ул Гагарина, д 6",61.277957,55.989779
56807,"Челябинская обл, Увельский р-н, поселок Березовка, ул Восточная, д 5А",61.183347,54.524721
56808,"Челябинская обл, г Магнитогорск, ул Кирова, д 104 стр 2",59.082645,53.433951
56809,"г Челябинск, Копейское шоссе, д 15",61.499895,55.123008
56811,"РФ, Челябинская область, Ашинское городское поселение, г. Аша (Куйбышевская железная дорога, участок Аша -Миньяр, 1737 км, правый берег р. Сим)",57.278469,54.990628
56812,"Челябинская обл, г Магнитогорск, ул Менделеева, д 6",58.994799,53.430137
56813,"Челябинская обл, г Златоуст, ул им И.С.Тургенева, д 2А",59.716272,55.108684
56814,"г Челябинск, пр-кт Героя России Родионова Е.Н., 11/С1",61.280958,55.17263
56815,"Челябинская обл, г Миасс, Тургоякское шоссе, стр 9/15, оф 3",60.126146,55.088748
56816,"Челябинская обл, г Копейск, пр-кт Славы, д 8 часть помещения № 48",61.61134,55.110301
56817,"Челябинская обл, г Магнитогорск, Белорецкое шоссе, д 11, нежилое здание административно-бытовые помещения.",58.98419,53.472472
56818,"г Челябинск, пр-кт Ленина, д 3Е",61.463926,55.158539
56819,"Челябинская обл, г Кыштым, ул Иртяшская 1-я",60.585033,55.733888
56820,"Челябинская обл, г Магнитогорск, ул Сельская, д 2",59.10681,53.368067
56821,"Челябинская обл, Каслинский р-н, поселок Береговой, ул Береговая",61.286626,55.995891
56822,"г Челябинск, ул Молодогвардейцев, д 2Б",61.316612,55.207572
56823,"Челябинская обл, Сосновский р-н, поселок Есаульский, кадастровый номер 74:190701005:30, 75652415",61.2168,55.300208
56824,"г Челябинск, ул Российская, д 299",61.418454,55.149213
56825,"г Челябинск, ул Труда, д 95",61.405572,55.167704
56826,"Челябинская обл, г Златоуст, село Куваши",59.412282,55.155438
