,adres,longitude,latitude
56493,"454021, г. Челябинск, ул. Чичерина, д. 42-Б",61.301529,55.17501
56494," 455006, Челябинская обл., г. Магнитогорск, ул. Калмыкова, 66/4В",58.996201,53.343081
56495,"455013, Челябинская обл., г. Магнитогорск, ул. Лазника, дом 52, офис 1",59.11335,53.404962
56496,"455019, Челябинская обл., г. Магнитогорск, проезд Кирпичный, д.10/1, стр. 1",59.048833,53.43762
56497,"457310, Челябинская обл, Брединский р-н, п. Бреды, ул. Гербанова, дом № 27а",60.334654,52.421843
56498,"454000, Челябинская обл, г. Магнитогорск, ул. Советской Армии, дом № 21а",58.976689,53.390713
56499,"456470, Челябинская обл, Уйский р-н, с. Уйское, ул. Ленина, дом № 17а",59.994139,54.375586
56500,в 2 км юго-восточнее с. Нижняя Санарка Троицкого муниципального района Челябинской области,1,1
56501,"455000, Челябинская область, г. Магнитогорск, ул. Заготовительная, дом 12 корп. 1",59.094135,53.477831
56502,"Челябинская область, Увельский район, 3 км автодороги Челябинск-Троицк-Увельский ХПП",1,1
56503,"Челябинская область, город Миасс, проспект Макеева, дом 82",60.162932,55.167848
56504,"457663, Челябинская обл., Нагайбакский район, п. Остроленский, ул. Ленина, дом 82",59.72928,53.686297
56505,"457663, Челябинская обл., Нагайбакский район, п. Остроленский, ул. Васильева, дом 109",59.734688,53.68722
56506,"457663, Челябинская обл., Нагайбакский район, п. Придорожный, ул. Дорожная, дом 6, квартира 1",59.668392,53.630718
56507,"456970, Челябинская область, Нязепетровский район, город Нязепетровск, улица Ленина, дом 122",59.586079,56.045026
56508,"455034, Челябинская обл, г. Магнитогорск, ул. Советская, дом № 178, корпус А",58.961229,53.35489
56509,"457670, Челябинская область, г. Верхнеуральск, ул.Мира, д.133",59.224409,53.881287
56510,"455023, Челябинская обл, г. Магнитогорск, ул. Чапаева, дом № 18",58.99532,53.421428
56511,"455019, Челябинская обл, г. Магнитогорск, пр-кт Пушкина, дом № 34",59.06282,53.389896
56512,"455044, Челябинская обл, г. Магнитогорск, пр-кт Ленина, дом № 92",58.984594,53.398772
56513,"455036, Челябинская обл, г. Магнитогорск, ул. Советской Армии, дом № 1/1",58.96467,53.388264
56514,"457359, Челябинская обл, Карталинский р-н, г. Карталы, ул. Октябрьская, дом № 52а",60.660967,53.069321
56515,"455044, Челябинская обл, г. Магнитогорск, ул. Грязнова, дом № 39",58.97642,53.398402
56516,"455038, Челябинская обл, г. Магнитогорск, ул. Галиуллина, дом № 5А",58.968038,53.383017
56517,"456440, Челябинская обл., г. Чебаркуль, ул. Суворова, д. 17",60.390359,54.973238
56518,"455000, Челябинская обл., г. Магнитогорск, ул. Смирнова, д.1а",59.086257,53.45343
56519,"454053, г. Челябинск, ул. 1-ая Потребительская, д. 24",61.374571,55.102761
56520,"457658, Челябинская обл., Нагайбакский район, п. Арсламбаевский, ул. Низинная, д. 8",59.600129,53.543112
56521,"Челябинская область, г. Магнитогорск, ул. 9 Мая, 3",59.068614,53.449092
56522,"454000, Челябинская область, г. Челябинск, Свердловский пр., 12",61.38615,55.189131
56523,"Челябинская обл, г Магнитогорск, Санитарный проезд, д 11",59.125836,53.400367
56524,"454000, Челябинская область, г. Челябинск, ул. Нахимова, 9",61.466011,55.123214
56525,"454000, Челябинская область, г. Челябинск, ул. Куйбышева, 71",61.336698,55.19817
56526,"454000, Челябинская область, г. Челябинск, Комсомольский проспект, 50",61.330518,55.195005
56527,"454000, Челябинская область, г. Челябинск, ул. Гражданская, д.5",61.423682,55.141043
56528,"454000, Челябинская область, г. Челябинск, ул. Салавата Юлаева, д.29 ""В""",61.295178,55.171339
56529,"454000, Челябинская область, г. Челябинск, ул. Горького д.60",61.435396,55.182063
56530,"454000, Челябинская область, г. Челябинск, ш. Металлургов д.5",61.401,55.249007
56531,"455000, Челябинская обл, г. Магнитогорск, пр-кт Металлургов , дом № 2",58.999911,53.42241
56532,"455025, Челябинская обл, г. Магнитогорск, ул. Советская, дом № 70",58.961014,53.402632
56533,"455023, Челябинская обл, г. Магнитогорск, пр-кт Карла Маркса дом № 76",58.976833,53.414146
56534,"456011, Челябинская область, Ашинский район, г. Аша, ул. Суворова, д. 2   ",57.219998,54.998762
56535,"455000, Челябинская область, город Магнитогорск, ул. Проселочная, дом 28",59.081549,53.473115
56536,"455000, Челябинская область, г.Магнитогорск, ул.Моховая, 14",59.050216,53.472081
56537,"Челябинская область, Еткульский район, в 4,5 км по направлению на северо-запад от ориентира с. Коелга",60.902947,54.648766
56538,"457040, Челябинская область, г. Южноуральск, ул. Ленина, д. 1Б",61.260467,54.452664
56539,"456120, Челябинская область, Катав- Ивановский район, г. Юрюзань, ул. Гончарова, 1Б",58.415485,54.870528
56540,"455000, Челябинская область, город Магнитогорск, ул. 9 Мая, дом 3",59.068614,53.449092
56541,"Челябинская область, г. Челябинск, пр-кт Победы, 192Б",61.384686,55.184207
56542,"457333, Челябинская область, Брединский район, п. Рымникский.",60.147293,52.501619
56543,"456576, Челябинская обл., Еткульский р-н, с. Коелга, ул. Промышленная, к. 1",60.921865,54.657553
56544,западная окраина г. Верхний Уфалей Верхнеуфалейского городского округа челябинской области,1,1
56545,"455000, Челябинская обл., г. Магнитогорск, ул. Электросети, дом 37",59.075126,53.425362
56546,"455021, Челябинская обл, г. Магнитогорск, пр-кт Карла Маркса, дом № 216",58.97633,53.35618
56547,"455051, Челябинская обл, г. Магнитогорск, ул. Жукова, дом № 4",58.969197,53.362049
56548,"454021, Челябинская обл, г. Магнитогорск,  ул. Труда, дом № 11б",58.992715,53.365294
56549,"457351, Челябинская обл, Карталинский р-н, г. Карталы, ул. Славы, дом № 4",60.637997,53.059776
56550,"457610, Челябинская обл, Кизильский р-н, с. Кизильское, ул. Советская, дом № 71",58.901554,52.722965
56551,"455021, Челябинская обл, г. Магнитогорск, пр-кт Ленина, дом № 145",58.991466,53.361667
56552,"455049, Челябинская обл, г. Магнитогорск, ул. Доменщиков, дом № 19",58.965721,53.370484
56553,"455000, ОБЛАСТЬ ЧЕЛЯБИНСКАЯ, ГОРОД МАГНИТОГОРСК, УЛИЦА ЦИОЛКОВСКОГО, 1, А, СТРОЕНИЕ 2",59.065739,53.399803
56554,"457670, Челябинская область,  г. Верхнеуральск , ул Ленина, 99, 101",59.229825,53.888446
56555,"Челябинская обл, Пластовский р-н, село Демарино, ул Ленина, д 33",60.648822,54.455553
56556,"457400 Челябинская область, р-н Агаповский, п Аблязово, ул Уральская, уч №44",59.173591,53.219613
56557,"455000, Челябинская обл, г. Магнитогорск, Сиреневый проезд, дом № 20",58.997413,53.361334
56558,"455038, Челябинская обл, г. Магнитогорск, пр-кт Ленина, дом № 126/1",58.987433,53.381674
56559,"455037, Челябинская обл, г. Магнитогорск, пр-кт Ленина, дом № 104",58.9879,53.392656
56560,"455017, Челябинская обл, г. Магнитогорск,  ул. Вокзальная, дом № 66",58.960735,53.433651
56561,"454000, Челябинская область, г. Челябинск, ул. Комаровского д.9",61.374859,55.240733
56562,"454000, Челябинская область, г. Челябинск, ул. Бейвеля д.1",61.27908,55.191665
56563,"454000, Челябинская область, г. Челябинск, ул. Знаменская д.4",61.368957,55.123482
56564,"454000, Челябинская область, г. Челябинск, Комсомольский пр-т д.19 ""А""",61.377401,55.191392
56565,"454000, Челябинская область, г. Челябинск, пр-т Победы д. 194",61.383581,55.184428
56566,"454000, Челябинская область, г. Челябинск, ул. Руставели д. 9",61.443463,55.138444
56567,"454000, Челябинская область, г. Челябинск, ул. Новороссийская д.53",61.478623,55.108096
56568,"454000, Челябинская область, г. Челябинск, ул. Братьев Кашириных  д.134В",61.299652,55.171879
56569,"454000, Челябинская область, г. Челябинск, ул. Барбюса д.273",61.424392,55.11858
56570,"454000, Челябинская область, г. Челябинск, ул. Солнечная д. 12",61.319289,55.200898
56571,"454000, Челябинская область, г. Челябинск, ул. Чичерина д.27",61.296939,55.1803
56572,"454000, Челябинская область, г. Челябинск, ш. Металлургов д.16",61.396768,55.250459
56573,"454000, Челябинская область, г. Челябинск, ул. Молодежная д.18",61.407809,55.242987
56574,"454000, Челябинская область, г. Челябинск, ул. Мебельная д.39",61.375703,55.120959
56575,"454000, Челябинская область, г. Челябинск, ул. Калинина д.5А",61.404781,55.179421
56576,"454000, Челябинская область, г. Челябинск, ул. Косарева д.50Б",61.370636,55.180681
56577,"454000, Челябинская область, г. Челябинск, ул. Салавата Юлаева д. 23Б",61.293058,55.173056
56578,"454000, Челябинская область, г. Челябинск, ул. Цвиллинга д.67",61.412965,55.147196
56579,"454000, Челябинская область, г. Челябинск, ул. Шагольская 1 квартал д.10А",61.303263,55.234928
56580,"456304, Челябинская область, г. Миасс, ул. 8 июля, 7 А",60.104308,55.05991
56581,"457041, Челябинская область, г. Южноуральск,  ул. Спортивная, 1В",61.239096,54.448193
56582,"455000, Челябинская обл., г. Магнитогорск, ул. Горнозаводская, дом 2а",59.082349,53.427916
56583,"455000, Челябинская обл., г. Магнитогорск, пр. Карла Маркса, д. 133Б",58.978585,53.387711
56584,"454000, Челябинская область, г. Челябинск, ул. Болейко, д. 4В",61.401134,55.187512
56585,"454000, Челябинская область, г. Челябинск, пр-т Победы д.390 «А»",61.2941,55.184233
56586,"454000, Челябинская область, г. Челябинск, ул. Танкистов, 40А",61.475272,55.188858
56587,"454008, Челябинская область, г. Челябинск, Свердловский тракт, 3Ж",61.381991,55.227935
56588,"Республика Башкортостан, Белокатайский район, с. Новобелокатай, ул. Садовая, 1 Б",58.934693,55.718532
56589,"454085, Челябинская область, г. Челябинск, ул. Танкистов, д. 173А",61.473044,55.173036
56590,"456300, Челябинская область, г. Миасс, Тургоякское шоссе, 9/23",60.125212,55.088522
56591,"455000, Челябинская обл., г. Магнитогорск, ул. Советская, д.86, корп.А",58.959783,53.397908
56592,"456304, Россия, Челябинская область, г. Миасс, Динамовское шоссе, д.2, к.1",60.098541,55.072561
56593,"455000, Челябинская обл., г. Магнитогорск, ул. Сульфидная, 7/1",59.10001,53.407474
56594,"455000, Челябинская обл., г. Магнитогорск, проезд Зеленый, д. 2",58.938142,53.395314
56595,"455000, Челябинская область, г. Магнитогорск, Белорецкое шоссе, д.13, 15",58.973671,53.480361
56596,"г. Копейск, пос. Железнодорожный, ул. Репина, 2",61.560747,55.100587
56597,"457217, Челябинская область, Варненский район, поселок Заречье, переулок Мостовой, строение 2",61.085278,53.460234
56598,"Челябинская область, 457100, г Троицк, район Ретранслятора",61.559004,54.082757
56599,"Челябинская обл.,  456200, г. Златоуст, ул. Бутыловка",59.672425,55.173113
56600,"Челябинская область, 456120, г. Юрюзань, гора Маховая Западный отрог хребта Шуйда",1,1
56601,"Челябинская область, 456015, Ашинский район, гора Липовая",57.266072,54.985266
56602,"Челябинская область, 456800, г. Верхний Уфалей, ул. Худякова, д. 55",60.213112,56.063947
56603,"Челябинская область, Пластовский район, 457227, с. Степное",60.67667,54.374753
56604,"Челябинская область, 456110, г. Катав-Ивановск, ул. Щорса, 26",58.20686,54.76796
56605,"Челябинская область, Уйский район, Ларинский с/с, 456492, д. Кочнево",59.958745,54.531319
56606,"456011, Челябинская область, Ашинский район, г. Аша, ул. Мира, д.9",57.272351,54.993861
56607,"454010, Челябинская область, г Челябинск, ул Енисейская, дом 8, строение 1",61.48686,55.143183
56608,"457650, ЧЕЛЯБИНСКАЯ ОБЛ, НАГАЙБАКСКИЙ Р-Н, с. ФЕРШАМПЕНУАЗ, ул. РЕЧНАЯ, 1",59.817818,53.532109
56609,"457650, Челябинская обл., Нагайбакский район, с. Фершампенуаз, ул. Мира, д. 22",59.841371,53.516634
56610,"454000, Челябинская область, г. Челябинск, ул. Свободы д. 93",61.412004,55.162813
56611,"454000, Челябинская область, г. Челябинск, ул. Гюго д.1",61.442367,55.131481
56612,"454000, Челябинская область, г. Челябинск, ул. Александра Шмакова д.35",61.275622,55.209606
56613,"454000, Челябинская область, г. Челябинск, Копейское шоссе д.1 «Ж»",61.511447,55.121309
56614,"454000, Челябинская область, г. Челябинск, ул. Конструктора Духова д.2",61.551422,55.172907
56615,"454000, Челябинская область, г. Челябинск, ул. Марченко д.17",61.461618,55.168969
56616,"454000, Челябинская область, ул. Российская д.15",61.410477,55.195164
56617,"454000, Челябинская область, ул. Б.Хмельницкого д.30",61.376664,55.258653
56618,"454000, Челябинская область, ул. Дегтярева д.57",61.397496,55.255611
56619,"454000, Челябинская область, ул. Гагарина д.35",61.435279,55.128794
56620,"454000, Челябинская область, ул. Сергея Герасимова д.29",61.537157,55.170558
56621,"454000, Челябинская область, Комсомольский пр-т д.26",61.357216,55.194609
56622,"454000, Челябинская область, ул. Братьев Кашириных д.108",61.313054,55.178203
56623,"457613, Челябинская обл., Кизильский район, с. Богдановское, ул. Красноармейская, 1а",59.076438,52.426566
56624,"455005, Челябинская область, г.Магнитогорск, ул.Среднеуральская,25",59.038781,53.455452
56625,"457617, Челябинская обл., Кизильский район, п. Гранитный, в 12 метрах на север от жилого дома пер. Советский, д. 3, кв. 1",1,1
56626,"457617, Челябинская обл., Кизильский район, п. Октябрьский, ул. Центральная, д. 20",59.065488,52.817395
56627,"454082, Россия, город Челябинск, Троицкий тракт, дом 74, офис 10",61.392097,55.070602
56628,"456518, Челябинская область, Сосновский район, п. Западный, микрорайон «Вишнёвая горка», кад. номер з/у: 74:19:1202003:3114 / ЧЗУ 1",1,1
56629,"457617, Челябинская область, Кизильский район, поселок Гранитный, улица Уральская, дом 3",58.967356,52.974601
56630,"Челябинская область,Сосновский район, 2 км юго-восточнее п. Бухарино",61.131882,55.287686
56631,"454008, г. Челябинск, ул. Автодорожная, 19-А",61.345735,55.204978
56632,"Челябинская область, Кизильскмй район, поселок Путь Октября, улица Советская, дом 3, квартира 1",59.472433,52.883127
56633,"457617, Челябинская обл., Кизильский район, п. Октябрьский, ул. Прудная, д. 2",59.067311,52.81783
56634,"456518, Челябинская область, Сосновский район, п. Западный, микрорайон ""Привилегия"", ул. Цветной бульвар, 1а",1,1
56635,"Челябинская область, Кизильский район, поселок Измайловский, улица Животноводческая, дом 13/А",59.309362,52.661435
56636,"Челябинская обл., Кизильский р-н, пос. Браиловский, ул. Блюхера, д. 4",59.384758,53.021768
56637,"Челябинская обл., Сосновский район, 3-4 км южнее п. Томинский, территория ООО ""ЕКА-ИНВЕСТ""",1,1
56638,"454000, Челябинская область, г. Челябинск, ул. Героя России Родионова д. 13, помещ.8",61.280787,55.171283
56639,"454000, Челябинская область, г. Челябинск, Копейское шоссе д.2В",61.512328,55.122612
56640,"454000, Челябинская область, г. Челябинск, ул. Салавата Юлаева д.20",61.276457,55.189578
56641,"454000, Челябинская область, ул. Бажова д. 38 «А»",61.456929,55.183852
56642,"454000, Челябинская область, ул. Шарова д.73 «А»",61.391531,55.117005
56643,"454000, Челябинская область, г. Челябинск, ул. Комарова д.108",61.457881,55.178403
56644,"454000, Челябинская область, ул. Цвиллинга д.55 ""А"", помещ. 2/3",61.410189,55.152212
56645,"454000, Челябинская область, ул. Семеноводческая д.4",61.335737,55.084482
56646,"454000, Челябинская область, ул. Дзержинского д.5",61.46973,55.120871
56647,"454000, Челябинская область, ул. Хохрякова, д.21",61.488828,55.17738
56648,"454000, Челябинская область, ул. Кузнецова д. 3 «Б»",61.355123,55.11719
56649,"454000, Челябинская область, ул. Новороссийская д.80 «Б»",61.45904,55.113668
56650,"454000, Челябинская область, Пр-т Победы д.350 «А»",61.316693,55.189506
56651,"454000, Челябинская область, ул. Чичерина, д.7, помещ.4",61.286401,55.187856
56652,"457617, Челябинская обл., Кизильский район, п. Ильинка, ул. Центральная, дом 33",58.895607,52.842559
56653,"457610, Челябинская обл., Кизильский район, п. Соколки, ул. Правды, д. 33",58.959621,52.599616
56654,"457620, Челябинская обл., Кизильский район, с. Обручевка, ул. Молодежная, д. 7",59.210233,52.76134
56655,"457621, Челябинская область, Кизильский район, поселок Мартыновка, улица Прудная, дом 30",59.075962,52.887654
56656,"457621, Челябинская область, Кизильский район, поселок Мартыновка, в 140 м по направлению на юго-запад от жилого дома улица Школьная, дом 12",1,1
56657,"454010, Челябинская область, г. Челябинск, ул. Енисейская, д. 8",61.458887,55.146708
56658,"454008, Челябинская область, г. Челябинск, Свердловский тракт, 20",61.380006,55.216684
56659,"Челябинская область, Кизильский район, поселок Измайловский, в 1 метре на восток от дома № 26 по улице Степная",1,1
56660,"Челябинская область, г. Магнитогорск, ул. Советская, д. 164",58.960636,53.365735
56661,"455026, Челябинская область, г. Магнитогорск, ул. Гагарина, д. 58, корп. 2, стр. 1",58.943676,53.418166
56662,"454001, город Челябинск, улица Братьев Кашириных, дом 102Д",61.316729,55.178856
56663,"Челябинская область, Троицкий район, с. Песчаное, 1 км от села",62.098919,54.224317
56664,"457626, Челябинская обл., Кизильский район, п. Целинный, ул. Мира д. 24",59.400038,52.731341
56665,"Челябинская область, Кизильский район, поселок Гранитный, улица Садовая, дом 15",58.973204,52.977127
56666,"457624, Челябинская обл., Кизильский район, п. Свет, ул. Зеленая, дом 7",59.823908,52.940311
56667,"Челябинская область, Агаповский район, поселок Аблязово, улица Уральская, участок 44",59.173591,53.219613
56668,"457617, Челябинская область, Кизильский район, поселок Первомайка, улица Центральная, дом 30",59.145348,52.966526
56669,"457118, Челябинская область, Троицкий район, поселок Карабаново, в 50 метрах на юг от дома №1А по улице Центральная.",1,1
56670,"455000, Челябинская обл., г. Магнитогорск, ул. Советская, 158/5, стр. 1.",58.961382,53.372956
56671,"457228, Челябинская область, Чесменский район, п. Беловка, ул. Колхозная, д. 14Б",60.548561,53.754588
56672,"455000, Челябинская область, г.Магнитогорск, ул.Профсоюзная, 11",59.024012,53.394305
56673,"456796, Челябинская область, Озерский городской округ, поселок Новогорный, ул.Кыштымская, 3/3",60.789822,55.641011
56674,"454081, Челябинская область, город Челябинск, улица Краснознаменная, 41/9",61.380689,55.176455
56675,"454091, Челябинская область, город Челябинск, улица Кирова, дом 96, помещение 1",61.400308,55.164325
56676,"455000, Челябинская обл., г. Магнитогорск, ул. Кирова, д. 108",59.073941,53.426585
56677,"456416, Челябинская обл., р-н Чебаркульский, с. Травники, 2,5 км южнее",60.562,54.908743
56678,"457620, Челябинская область, Кизильский район, в 741 метре на северо-запад от здания конторы двухэтажной по адресу село Обручевка, улица Ленина, дом 2",59.212443,52.76595
56679,"457620, Челябинская область, Кизильский район, село Обручевка, улица Ленина, дом 2",59.212443,52.76595
56680,"454047, город Челябинск, улица 2-я Павелецкая, дом 14",61.413118,55.263845
56681,"454018, Челябинская обл., г. Челябинск, ул. Братьев Кашириных, д. 86",61.336689,55.179288
56682,"456601, Челябинская обл, г Копейск, пр-кт Победы, д 4",61.619146,55.117206
56683,"454016, г Челябинск, ул Братьев Кашириных, д 75",61.376224,55.175242
56684,"454100, г Челябинск, ул Чичерина, д 7",61.286401,55.187856
56685,"Челябинская область, Агаповский район, поселок Аблязово, в 300 м на юг от улица Степная дом 27",59.178514,53.219063
56686,"454128, Челябинская область, город Челябинск, улица Чичерина, дом 35Д",61.302625,55.175756
56687,"457614, Челябинская обл., Кизильский район, вблизи пос. Гранитный в 2 км на восток по автодороге Карабулак-Мартынова-Гранитный",1,1
56688,"454036, Челябинская область, г. Челябинск, ул. Матросова, 1",61.31362,55.231889
56689,"454008, Челябинская обл., г. Челябинск, ул. Автодорожная, 5",61.365265,55.20598
56690,"456620,Челябинская область, город Копейск, поселок Советов, 1П",61.562966,55.122766
56691,"457617, Россия, Челябинская обл., Кизильский район, п. Октябрьский, ул. Придорожная, д. 1",59.067311,52.81783
56693,"Россия, Челябинская область, Каслинский район г. Касли, Советская, 68/17, 68/18",60.748445,55.890325
56694,"457621, Челябинская обл., Кизильский район, п. Амамбайка, ул. Строителей, д. 11, кв. 2",59.501404,52.799105
56695,"454081, Челябинская обл., г. Челябинск, проспект Победы, 124/3",61.431102,55.186433
56696,"454008, город Челябинск, Свердловский тракт, дом 28А, офис 1.3",61.37829,55.199974
56697,"455000, Челябинская обл., Верхнеуральский район, п. Краснинский, ул. Зеленая, д. 46",59.673863,53.91206
56698,"455000, Челябинская область, г. Магнитогорск, Верхнеуральское шоссе, 24",59.059693,53.475093
56699,"457624, Челябинская обл., Кизильский район, п. Заря, ул. Степная, д.5 корп.4",59.761044,53.01498
56700,"457624, Челябинская обл., Кизильский р-он, пос. Кацбахский в 0,2 км на юго-запад от дома №1 по улице Дачная",1,1
56701,"454074, Челябинская область, город Челябинск, улица Героев Танкограда, 15П",61.433806,55.230133
56702,"457623, Челябинская обл., Кизильский район, п. Зингейский, ул. Черемушки, д. 1",59.534947,53.002095
56703,"Челябинская обл . г Троицк, ул Советская, д 24",61.542852,54.080053
56704,"454081, Челябинская область, город Челябинск, улица Героев Танкограда, дом 7",61.440948,55.191772
56705,"454010, Челябинская область, город Челябинск, улица Енисейская, 73",61.511519,55.143672
56706,"454018, Челябинская область, г. Челябинск, ул. Чайковского, 60 к1",61.352392,55.179699
56707,"г Челябинск, ул Автоматики, д 1",61.431075,55.233254
56708,"г.Бакал, Саткинский район, Челябинская область, ул.Ленина 3, территория старой котельной Центрального района",58.813241,54.938886
56709,"455025, Челябинская обл., г. Магнитогорск, ул. Лесопарковая, д 97/2",58.949273,53.406868
56710,"457206, Челябинская область, Варненский район, поселок Арчаглы-Аят, улица Приречная, дом 26",61.785784,53.072502
56711,"454136, г. Челябинск, ул. Молодогвардейцев, 57-а",61.335207,55.180424
56712,"г Челябинск, ул Артиллерийская, д 136",61.430931,55.163513
56713,"г Челябинск, ул Героев Танкограда, д 46П",61.441046,55.214029
56714,"Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 198А",58.977749,53.365735
56715,"Челябинская обл, Кизильский р-н, поселок Заря, ул Центральная, д 23",59.761044,53.01498
56716,"Челябинская обл, г Магнитогорск, ул Комсомольская, д 122 к 1",58.931145,53.424621
56717,"Челябинская обл, г Магнитогорск, пр-кт Карла Маркса, д 129А",58.978558,53.388973
56718,"г Челябинск, ул Елькина, д 63В стр 1",61.39923,55.153406
56719,"Челябинская обл, г Миасс, Тургоякское шоссе, д 9/19",60.127934,55.092437
56720,"Челябинская обл, Еткульский р-н, село Шибаево, д 2750М",61.627393,54.909949
56721,"Челябинская область, Аргаяшский район, поселок Сайма, ориентир 1",60.522483,55.554145
56722,"Челябинская обл, г Магнитогорск, ул Комсомольская, д 127 к 1 стр 1",58.934792,53.42255
56723,"Челябинская обл, г Еманжелинск, ул Промышленная площадка Южная, д 1",61.364034,54.752547
56724,"г Челябинск, ул Труда, д 78",61.406551,55.168778
56725,"Челябинская обл, Сосновский р-н, село Кременкуль, примерно в 4-х км по направлению на северо-восток",1,1
56726,"г Челябинск, ул Дарвина, д 14",61.371723,55.12516
56727,"г Челябинск, ул Дарвина, д 10",61.378407,55.121602
56728,"Челябинская обл, г Магнитогорск, ул 9 Мая, д 3",59.068614,53.449092
56729,"г Челябинск, ул Габдуллы Тукая, д 11",61.275478,55.204217
56730,"Челябинская обл, г Магнитогорск, ул Ворошилова, д 43 стр 1",58.982313,53.35905
56731,"Челябинская обл, г Магнитогорск, пр-кт Металлургов, д 15А",58.987873,53.422437
56732,"Челябинская обл, г Магнитогорск, ул Грузинская, д 4",59.063457,53.384413
56733,"Челябинская обл, г Миасс, Тургоякское шоссе",60.129344,55.096549
56734,"Челябинская обл, г Куса, ул 3 Интернационала, д 1",59.446032,55.331147
56735,"Челябинская обл, г Троицк, ул Заводская, д 25",61.581678,54.058422
56736,"г Челябинск, ул Радонежская, д 11",61.323493,55.217896
56737,"г Челябинск, ул Потребительская 1-я, д 24, оф 303",61.374571,55.102761
56738,"г Челябинск, ул Радонежская, д 34",61.307566,55.228998
56739,"г Челябинск, ул Федорова, д 1А к 3",61.402284,55.134008
56741,"г Челябинск, ул Рождественского, д 10",61.443517,55.15678
56742,"456800 Челябинская обл, г.Верхний Уфалей, ул.Суворова, 5/д",60.253536,56.035602
56743,"Челябинская обл, г Магнитогорск, ул Тимирязева, д 30/1",58.955291,53.420929
56744,"г Челябинск, Копейское шоссе, д 48",61.467286,55.139818
56745,"г Челябинск, ул Телеграфная, д 44",61.362516,55.101962
56747,"Челябинская обл, г Магнитогорск, ул Путейцев, 72 (кадастровый номер участка 74:33:1317001:14)",59.192518,53.449275
56748,"Челябинская обл, г Южноуральск, ул Советская, д 5Г",61.242564,54.456239
56749,"Челябинская обл, село Варна, Ленинский пер, д 15",60.964041,53.379294
56750,"г Челябинск, ул Рождественского, д 13",61.445044,55.155587
56751,"г Челябинск, ул Хлебозаводская, д 7А",61.416801,55.241144
56753,"Челябинская обл., г. Магнитогорск, пр. Ленина,  д. 115, ул. Рабочая д. 120",58.993128,53.377672
56754,"Челябинская обл, г Магнитогорск, Белорецкое шоссе, д 30 к 1",58.982366,53.467144
56755,"Челябинская обл, г Южноуральск, ул Мира, д 66",61.281856,54.441387
56756,"Челябинская область, Сосновский район, д. Султаева, 35 км автодороги Челябинск-Екатеринбург",61.345187,55.476051
56757,"г Челябинск, ул Труда, д 91",61.406497,55.167868
56758,"Челябинская область, г Верхний Уфалей, п. Строителей",60.177602,56.054869
56759,"Челябинская обл, г Магнитогорск, поселок Молодежный, д 10, кв 13Д",58.952506,53.348919
56760,"Челябинская обл, г Магнитогорск, ул Клары Цеткин, д 15",59.088413,53.445011
56761,"г Челябинск, ул Молодежная, д 24",61.408914,55.241041
56762,"Челябинская обл, г Златоуст, поселок Орловское тепличное хоз-во, д 2",59.657109,55.171802
56763,"г Челябинск, ул Лесопарковая, д 15",61.365669,55.150561
56764,"Челябинская обл, г Карталы, ул Братьев Кашириных, д 1Б",60.629643,53.063558
56765,"г Челябинск, ул Павелецкая 2-я, д 20",61.411321,55.265825
56766,"г Челябинск, ул Павелецкая 2-я, д 14",61.413118,55.263845
56767,"г Челябинск, ул Алчевская, д 12",61.386105,55.250002
56768,"Челябинская область, г. Челябинск, ул. Профессора Благих, 7/5",61.308949,55.211029
56769,"Челябинская обл, г Магнитогорск, ул Северо-западная 1-я, д 12",58.926491,53.433377
56770,"Челябинская обл, Верхнеуральский р-н, село Степное, ул Полевая, д 5, оф 1",59.081819,53.876409
56771,"Челябинская обл, г Магнитогорск, ул Труда, д 4",58.999381,53.366594
56772,"Челябинская обл, г Магнитогорск, ул Грязнова, д 42",58.988852,53.396726
56773,"г Челябинск, ул Артиллерийская, д 66А",61.427132,55.179252
56774,"Челябинская обл, Троицкий р-н, поселок Суналы",61.760424,54.239858
56775,"Челябинская обл, село Октябрьское, ул Восточная",62.731521,54.411474
56776,"Челябинская обл, г Кыштым, ул Клима Косолапова, д 51",60.55688,55.69553
56777,"Челябинская обл, Октябрьский р-н, деревня Уйско-Чебаркульская",62.643927,54.09681
56778,"Челябинская обл, Еткульский р-н, село Коелга",60.902947,54.648766
56779,"Челябинская обл, г Нязепетровск, ул Зотова, д 102",59.617808,56.061057
56780,"Челябинская обл, г Карталы, ул Карташева, д 24",60.669403,53.048999
56781,"Челябинская обл, Еманжелинский р-н, рп Зауральский",61.232431,54.790807
56782,"Челябинская обл, г Южноуральск, ул Победы, д 5",61.282341,54.456076
56783,"Челябинская обл, Ашинский р-н, г Сим",57.687184,54.988469
56784,"Челябинская обл, Кунашакский р-н, село Новобурино",61.649249,55.982703
56785,"Челябинская обл, Каслинский р-н, рп Вишневогорск",60.657796,56.000034
56786,"Челябинская обл, Красноармейский р-н, село Бродокалмак",62.076757,55.573342
56787,"Челябинская обл, Каслинский р-н, село Багаряк",61.504629,56.204694
56788,"Челябинская обл, село Агаповка, ул Асфальтовая, д 5",59.153028,53.304813
56789,"г Челябинск, ул Орджоникидзе, д 54В",61.405302,55.152835
56790,"Челябинская обл, г Магнитогорск, ул Лесопарковая, д 97",58.951914,53.408016
